target_path	source_repository	source_commit	source_path	source_blob_sha	bytes_status	transformation	target_sha256	classification	requirement	validation_status
simulation/examples/antoniewicz_tca/published_reference_mid.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/examples/antoniewicz_tca/published_reference_mid.csv	33e306c0cfc8dc7f2405e856f998a18f9933a4f7	unchanged	path relocation only; bytes identical to source blob	da655a6c613b27f8a0d0529789b875c68e7bab8934237bd3c3ee51d9220e3478	BENCHMARK	required	focused-suite-passed
simulation/examples/antoniewicz_tca/stationary_mids.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/examples/antoniewicz_tca/stationary_mids.csv	6308871488d422a59caf82a6244bb8ac4bd576c7	unchanged	path relocation only; bytes identical to source blob	e0773800298be920477084b493427cd96bb136887141b810a425f2a10e3c0496	BENCHMARK	required	focused-suite-passed
simulation/examples/antoniewicz_tca/timecourse_mids.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/examples/antoniewicz_tca/timecourse_mids.csv	a66527519cf3f7a4c8472005428903380316d1c9	unchanged	path relocation only; bytes identical to source blob	44aa64a9fe6afb82d05f554cca665cea5c4d3523d4acba203cfa8fabd71cfbaf	BENCHMARK	optional	focused-suite-passed
simulation/examples/build_toy_model.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/examples/build_toy_model.py	ffbb571b4c68844fd8cd674ef2877885935fbfdb	unchanged	path relocation only; bytes identical to source blob	112fe08014c9c5c6373c43ef85752e5ef318036425578a471476f6d646279e1c	BENCHMARK	optional	focused-suite-passed
simulation/examples/toy_experiment.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/examples/toy_experiment.yaml	e6585d37fe68ad9904b52d48a45d59eb4f508578	unchanged	path relocation only; bytes identical to source blob	678a454a66a086762675b95c22067bbecdda2986488f92410b77d86f88216ac4	BENCHMARK	required	focused-suite-passed
simulation/examples/toy_model.xml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/examples/toy_model.xml	647f820e6ee97d01d2173e3d3e5ca70ba2b0c0ad	unchanged	path relocation only; bytes identical to source blob	762cf4e60c025b1b495232f2717731a7967f17d9d33395bbdd6f61f5b13b72f0	BENCHMARK	required	focused-suite-passed
simulation/fixtures/mfapy/example0_expected.json	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/tests/fixtures/official_mfapy_example_0.json	79332980eb837f9cd1481f72b9cc188bd1679a90	transformed	replaced absolute vendor paths with relative upstream paths and immutable mfapy provenance	57baaec80adb2c88c47129d451bca06a1797d0a7ec7f105b45a06f4c49045157	BENCHMARK	required	focused-suite-passed
simulation/fixtures/r1_ecoli_u13c70/condition_mid_summary.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/r1_ecoli_tca_no_frd7_forward_u13c70/condition_mid_summary.csv	1848e671ba51e8195639807a2035fcce6ed7a6d2	unchanged	path relocation only; bytes identical to source blob	7c4e3856259cff46d2bec5d29f2aa250991954145a49ba7a4d09313d46adcde2	R1	required	compact generated evidence; not independently regenerated
simulation/fixtures/r1_ecoli_u13c70/configuration_difference.json	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/r1_ecoli_tca_no_frd7_forward_u13c70/configuration_difference.json	d5ea3e5ba56d747fd6984f939c58938b30d63e1a	unchanged	path relocation only; bytes identical to source blob	7f949ed0c65d5359cb45b0e4097fd626d006dc35c0d7677aa2cbb025ef83633f	R1	required	focused-suite-passed
simulation/fixtures/r1_ecoli_u13c70/reduced_isotope_transition_manifest.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/r1_ecoli_tca_no_frd7_forward_u13c70/reduced_isotope_transition_manifest.csv	936f1bb9b643d38a1280ebb0b99fff29710a2c4e	unchanged	path relocation only; bytes identical to source blob	46e550da58a19f2c134444daa4d4f4fce61f427f05bdd4d8844ee56f1af61de9	R1	required	compact generated evidence; not independently regenerated
simulation/fixtures/r1_ecoli_u13c70/source_experiment_manifest.json	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/r1_ecoli_tca_no_frd7_forward_u13c70/source_experiment_manifest.json	f21f7f473392a9c09f277fc0e170346d76616541	unchanged	path relocation only; bytes identical to source blob	321aad4c3acf4bd5a86993b2e3204de8b775ed96d1f6fac832bcd14a9b7ab9bb	R1	required	focused-suite-passed
simulation/fixtures/r1_ecoli_u13c70/state_level_noise_free_mids.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/r1_ecoli_tca_no_frd7_forward_u13c70/state_level_noise_free_mids.csv	164624907bc7fe7ed980fdde87141a316c39897c	unchanged	path relocation only; bytes identical to source blob	3982e129ee203b35f3e44b668fee98ab49a9b915d509cf6f0742b1a3e983b5da	R1	required	focused-suite-passed
simulation/fixtures/r1_ecoli_u13c70/target_provenance.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/r1_ecoli_tca_no_frd7_forward_u13c70/target_provenance.csv	b612b71c1c49c6b5101c16e2b42a1457de1574c8	unchanged	path relocation only; bytes identical to source blob	61bc212de3ef07e08f01e98ea88d5fc8022230a928c2c86d60321d63d9c21a9a	R1	required	compact generated evidence; not independently regenerated
simulation/fixtures/topology_phase2a/construction_metadata.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/emu_topology_edge_reconstruction_phase2a/construction_metadata.csv	306603a5a7479d0c4dbcb10c246122aa73721a6c	unchanged	path relocation only; bytes identical to source blob	35168b5ed2aea992060c416c2df941e028971ecef480a84ed4e4d91bc6617155	TOPOLOGY	required	focused-suite-passed
simulation/fixtures/topology_phase2a/forward_validation.json	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/emu_topology_edge_reconstruction_phase2a/forward_validation.json	fcedf33d761c967547696ec032eb228159d5ff05	unchanged	path relocation only; bytes identical to source blob	04ad909aea2439d7e3048e2bd9cd36b7410c0bfe9000b437382408928ac695e5	TOPOLOGY	required	focused-suite-passed
simulation/fixtures/topology_phase2a/next_measurement_diagnostic.json	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/emu_topology_edge_reconstruction_phase2a/next_measurement_diagnostic.json	0a871f1ad7e9b8387cbe21256872977df26362b7	unchanged	path relocation only; bytes identical to source blob	16673de7e55d22150a7413599bcf745274815eaa9678ef3beeec70c4ad55b7e8	TOPOLOGY	required	focused-suite-passed
simulation/fixtures/topology_phase2a/observable_classes.csv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/results/hypothesis_testing/emu_topology_edge_reconstruction_phase2a/observable_classes.csv	28159ac22eceddfb4ddd0f5d4302e5a5ea8a84e5	unchanged	path relocation only; bytes identical to source blob	14fec979ac7da304ffd9361dc28c4d9be8847d4eecd5026f8ea4c8c0930c27f7	TOPOLOGY	required	focused-suite-passed
simulation/provenance/DEPENDENCIES.md	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	(target-authored export file)	-	target-authored	new dependency and API-surface record	5226cd52ab5744705e8bea88b1ff5b6a0fbb882533b82d3b5c76ad21b35fcb0c	DOC	required	not executable; reviewed in final audit
simulation/provenance/SOURCE_MANIFEST.tsv	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	(target-authored export file)	-	target-authored	generated per-file provenance manifest; self-row hash is necessarily non-self-verifiable	not-applicable-self-referential	DOC	required	not executable; reviewed in final audit
simulation/provenance/THIRD_PARTY.md	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	(target-authored export file)	-	target-authored	new licensing and third-party provenance record	5f5bdc0bccd869e170c3c41844437d472d6a69bf7ae1d371a79fa8fcea6f1853	DOC	required	not executable; reviewed in final audit
simulation/provenance/VALIDATION_STATUS.md	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	(target-authored export file)	-	target-authored	new exact export-test execution record	2e3b0ef427be2417d132ea3d8cd620d320ec226005e9ba7d2764f86710945838	DOC	required	not executable; reviewed in final audit
simulation/provenance/patches/mfapy_optional_nlopt.patch	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	vendor/mfapy/mfapy/optimize.py	b48359a8f6f9c562f03e97d6d6071eabde783837	transformed	exact diff generated from historical source commit eef8dfb06c6cf9f67c5db06eb637f5684758ac4f	9f9e95fb7cbfa772b192db1ab1adaab19788cfbd11a34331c9ceccf5196856e6	THIRD-PARTY	optional	post-patch external source used; patch file not applied by export
simulation/pyproject.toml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/pyproject.toml	e0fb46d611913120fc24c8ae63353ac7da40c758	transformed	renamed export package, added required SciPy dependency, and removed workspace assumptions	a69a02ece93484b6db610599ff3ae20874a237ab6a975945c05d9a24479fae04	CORE	required	focused-suite-passed; package installation not tested
simulation/src/fluxemu/__init__.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/__init__.py	646188b025b242bf0f15e52b2fa9178c4778c991	transformed	removed package-level validation claim	24cb91a8e48fdee46559bb1bcf2afe0f7effc9840f39431736e3e33b9dd5cb66	CORE	required	focused-suite-passed
simulation/src/fluxemu/_mfapy.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/_mfapy.py	754a9a8393db25d43cc376156dce11054f2560ff	transformed	replaced workspace vendor fallback with importable or explicitly configured external mfapy source	d7fe979cfb618815466963a1822fa6210efbbc6d4946391408c24a8f638f339d	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/__init__.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/__init__.py	59eb8c12521a63a1357bb26b6820bc7143e6b5b2	unchanged	path relocation only; bytes identical to source blob	6ed534a94a19b4ae9144d33da3dae8e63c3197400356c686105d19c10dccb254	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/acetate.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/acetate.yaml	ea42746bdc63b895ce8347187e0ae94028af5c7a	unchanged	path relocation only; bytes identical to source blob	8db4aafe66ca7d90a314edf18c00c51e4e5cb46845af98920dbdba3042e7f162	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/anaplerosis.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/anaplerosis.yaml	2e334a318e0affcb02e6ba37af98fed93bece53e	unchanged	path relocation only; bytes identical to source blob	866e4a058bd7f502fcce05cf982f0697874ec491c653a0c42df5a8074c02e2e5	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/citrate_acetylcoa.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/citrate_acetylcoa.yaml	ac1a90a50d91f62e1825812840b6e706befe34db	unchanged	path relocation only; bytes identical to source blob	3f137351bd6e8f77915e71a1fe53df239b64a86cf55dea3b808058bfed77cad1	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/glutaminolysis.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/glutaminolysis.yaml	2951d0bc14a4c663148f429dd04d23a712eb8414	unchanged	path relocation only; bytes identical to source blob	8244466bb9e005779aa7c5c1e5422c0e89c60e1888e19b4112cad2066230d547	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/glycolysis.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/glycolysis.yaml	8e190e7c586d92e363277990471687810ab6343f	unchanged	path relocation only; bytes identical to source blob	3bf7203c560609290caf636158b199b4276066aa67a3362d75bba379c6adfdd6	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/malate_aspartate.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/malate_aspartate.yaml	8dea1f14f7d3a625af07d7a0f88d13cee189984b	unchanged	path relocation only; bytes identical to source blob	853f6f3627155a85b955aa939bb10af702567e691f794a1da1a30b80edb9611a	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/metabolites.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/metabolites.yaml	04a0ba758e553d6b223f5b23d6f2ba7001f26b26	unchanged	path relocation only; bytes identical to source blob	4bfa8112ab6a87dec7d8a8c7acab68b7594c2bc81bebfa2bac4bafd37bdb8980	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/pentose_phosphate.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/pentose_phosphate.yaml	dc279c29b70606e5f3a01eec3d675a51631e85f6	unchanged	path relocation only; bytes identical to source blob	b6725809572a984cf75cf55815394513a46274551c6c210e501dd1568668d4f9	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/pyruvate_lactate.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/pyruvate_lactate.yaml	80e5c5e564ff582d96cf8838ef154f78e54e9fad	unchanged	path relocation only; bytes identical to source blob	0c5c717970c643ede3e133a3a194219614fd5ea5e211c4df47d414fc1652f4c8	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/serine_glycine.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/serine_glycine.yaml	bce9476ba320dbeaa9d06a9c315996cb5a4534ca	unchanged	path relocation only; bytes identical to source blob	1f9f055549d6aca6a1dd041e0a3e26bd328648e2dff6d9c55d0bc67bbba73882	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/data/tca.yaml	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/data/tca.yaml	b634e85553c9fd881f56e91c04bbc776ec819353	unchanged	path relocation only; bytes identical to source blob	e330656ea245d3b0d334079be1c8ea12a8ee6b913c3ba8e65221a82cdf9e43d8	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/docs/NUMBERING_CONVENTIONS.md	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/docs/NUMBERING_CONVENTIONS.md	3ba790068458809ee483111145831fc1633f3128	unchanged	path relocation only; bytes identical to source blob	52fbd4d5ba39a6438b17f759eaa90b5a1a62444600132ddaee861ab20d4b0d1a	DOC	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/docs/REACTION_COVERAGE.md	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/docs/REACTION_COVERAGE.md	2c355278f3fc7d5d786183e52a978336b3761189	unchanged	path relocation only; bytes identical to source blob	7528f792d741843a5c2e751dccf3621c7a371704abce7562b9cb45e700b0b4d6	DOC	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/docs/SOURCE_POLICY.md	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/docs/SOURCE_POLICY.md	093c962e3cf3571ab23a5e8b19987b8ff33cdc0b	unchanged	path relocation only; bytes identical to source blob	087744b8f76d7d11bef64461471b0c31fc63643364474ed5a2e607a49b2e026f	DOC	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/docs/UNRESOLVED_MAPPINGS.md	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/docs/UNRESOLVED_MAPPINGS.md	6e74cb58a17118a08456a559e300381109969f5f	unchanged	path relocation only; bytes identical to source blob	8d01d5b58d1fadeb9c4a596d71aae8ff592318412a55967806e7b74a6e6595a5	DOC	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/gold.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/gold.py	f4b1a9f4ed12e450ca8cf3f66e02f9fd434a0feb	unchanged	path relocation only; bytes identical to source blob	699f95654e34c7344cc88669854ab604b2091b5fd339616ec4b7ec1bb1c0923a	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/normalize.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/normalize.py	0e8c07c4ee9f9e3b3204b7e3405dd959fbfe3683	unchanged	path relocation only; bytes identical to source blob	60c9d013482fa8c1510905c23868ed4815da027e7e10a4ba593d3508301c596a	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/registry.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/registry.py	6d69e15bf844587f40da819d9dd29016ef73bb90	unchanged	path relocation only; bytes identical to source blob	0d33512ae625cb524b6b667732f3d458e4b60088a7fdc2687540c27558ae20de	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/schema.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/schema.py	07e559a0f996a52c68e38946c92942d753c2c10c	unchanged	path relocation only; bytes identical to source blob	c374255b64b10d80a6234cada6a5c9f949a7c09c154e4f3afe76edfbb73b9eb9	CORE	required	focused-suite-passed
simulation/src/fluxemu/carbon_transitions/validator.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/carbon_transitions/validator.py	3dc2b70bba1a875ea94abe4c2b45137a77dbb1bb	unchanged	path relocation only; bytes identical to source blob	16f3f3318167bdfd060cfbc821384c14cef2e10c3e42dbec5e8af186eef8d8ad	CORE	required	focused-suite-passed
simulation/src/fluxemu/cli.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/cli.py	89bf1eff166fcd25433a0fe044e94af7d338079e	unchanged	path relocation only; bytes identical to source blob	50cbb63a2f05d3e6dcba76c183d21049a84de9403c05a3334644c63843e2489b	CORE	required	focused-suite-passed
simulation/src/fluxemu/cobra_analysis.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/cobra_analysis.py	ef9d615c920fcfd0f6fbda52d397c03575fbfbf9	unchanged	path relocation only; bytes identical to source blob	c6ba902480397dcd76e75497c898050c50191db04c54e03f46c038342f71097c	CORE	required	focused-suite-passed
simulation/src/fluxemu/cobra_to_mfapy.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/cobra_to_mfapy.py	a38104d016611883e56171e94777e59c72fa4eb5	unchanged	path relocation only; bytes identical to source blob	bfc58189434d6bc6ab833b25e06163a80b431be06d620c8c0fff3e91bb8ce9a0	CORE	required	focused-suite-passed
simulation/src/fluxemu/composite_mid_minimax.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/composite_mid_minimax.py	ffae5e65dd9553b5c150d65a54afb93aab712147	unchanged	path relocation only; bytes identical to source blob	ce3d9b338b20c7b11d5f0d43eb5924775af249a7748570e10ad685f972976d29	CORE	required	focused-suite-passed
simulation/src/fluxemu/composite_mid_renyi.py	https://github.com/esig626/fluxemu-prototype	711ead67cd739d0e13c16cde34d9d7113b83043d	codex/src/fluxemu/composite_mid_renyi.py	68283d9d2d5500b362597c3c307a392ab09d079c	unchanged	path relocation only; bytes identical to source blob	9e784aba5115daffb44c235b50ec62a7635c8fe1ba09d3b1ec055d30eb692604	CORE	required	focused-suite-passed
