"change_id","change_date","unique_record_id","phase2_record_id","artifacts_changed","previous_state","new_state","reason","mapping_source","status"
"P2A1-CLOSURE-0012","2026-07-31","P2UT-0046","A0084","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0013","2026-07-31","P2UT-0059","A0124","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0014","2026-07-31","P2UT-0061","A0132","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0015","2026-07-31","P2UT-0063","A0138","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0016","2026-07-31","P2UT-0045","A0142","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0017","2026-07-31","P2UT-0047","A0149","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0018","2026-07-31","P2UT-0065","A0151","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0019","2026-07-31","P2UT-0089","A0158","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0020","2026-07-31","P2UT-0051","A0161","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0021","2026-07-31","P2UT-0021","A0162","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0022","2026-07-31","P2UT-0035","A0165","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0023","2026-07-31","P2UT-0187","A0170","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0024","2026-07-31","P2UT-0005","AC0028","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0025","2026-07-31","P2UT-0054","AC0059","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0026","2026-07-31","P2UT-0139","AC0106","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0027","2026-07-31","P2UT-0091","AC0107","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0028","2026-07-31","P2UT-0142","AC0108","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0029","2026-07-31","P2UT-0001","AC0113","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0030","2026-07-31","P2UT-0098","AC0114","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0031","2026-07-31","P2UT-0060","AC0141","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0032","2026-07-31","P2UT-0050","AC0143","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0033","2026-07-31","P2UT-0062","AC0165","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0034","2026-07-31","P2UT-0058","AC0191","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0035","2026-07-31","P2UT-0013","AC0197","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0036","2026-07-31","P2UT-0039","AC0235","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0037","2026-07-31","P2UT-0233","AC0253","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0038","2026-07-31","P2UT-0093","AC0256","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0039","2026-07-31","P2UT-0145","AC0258","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0040","2026-07-31","P2UT-0141","AC0264","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0041","2026-07-31","P2UT-0077","AC0273","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0042","2026-07-31","P2UT-0198","AC0279","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0043","2026-07-31","P2UT-0022","AC0322","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0044","2026-07-31","P2UT-0078","AC0330","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0045","2026-07-31","P2UT-0197","AC0334","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0046","2026-07-31","P2UT-0066","AC0336","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0047","2026-07-31","P2UT-0067","AC0337","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0048","2026-07-31","P2UT-0056","AC0339","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0049","2026-07-31","P2UT-0112","AC0340","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0050","2026-07-31","P2UT-0023","AC0344","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0051","2026-07-31","P2UT-0020","AC0345","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0052","2026-07-31","P2UT-0004","AC0346","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0053","2026-07-31","P2UT-0161","AC0350","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0054","2026-07-31","P2UT-0157","ROOT-D0018","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0055","2026-07-31","P2UT-0175","ROOT-D0027","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0056","2026-07-31","P2UT-0231","ROOT-D0060","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0057","2026-07-31","P2UT-0113","ROOT-D0087","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0058","2026-07-31","P2UT-0172","ROOT-D0107","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0059","2026-07-31","P2UT-0173","ROOT-D0116","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0060","2026-07-31","P2UT-0114","ROOT-D0136","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0061","2026-07-31","P2UT-0068","B-AUDIT-000025","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0062","2026-07-31","P2UT-0012","B-AUDIT-000028","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0063","2026-07-31","P2UT-0153","B-AUDIT-000089","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0064","2026-07-31","P2UT-0154","B-AUDIT-000091","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0065","2026-07-31","P2UT-0138","B-AUDIT-000093","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0066","2026-07-31","P2UT-0156","B-AUDIT-000096","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0067","2026-07-31","P2UT-0101","B-AUDIT-000135","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0068","2026-07-31","P2UT-0115","B-AUDIT-000170","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0069","2026-07-31","P2UT-0204","B-AUDIT-000172","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0070","2026-07-31","P2UT-0226","B-AUDIT-000174","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0071","2026-07-31","P2UT-0024","B-AUDIT-000189","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
"P2A1-CLOSURE-0072","2026-07-31","P2UT-0106","B-AUDIT-000191","audit/phase2_screening.csv;audit/phase2_unresolved_triage.csv","FALSE_POSITIVE","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","audit/phase2a1_deferred_records.csv","APPLIED"
